,Participant_ID,Level,Mistake_Number,Mistake_Time_Stamp,Event_GSR,Event_HR,Event_RMSSD,Event_SDNN,Event_Mean_NNI,Event_LFN,Event_HFN,Event_LFHF_Ratio,Event_GSR_Peaks_Count,Event_GSR_Peak_Amplitude
30,2D0804,Level 1,49,1158876.191,6.0491849178593755,88.0,1163.6722047037129,912.9175909017077,695.5555555555555,47.54128178429507,52.45871821570493,0.9062608352116067,2,0.5886913653246111
31,2D0804,Level 1,51,1158919.256,6.0449013094812525,88.0,1163.6722047037129,912.9175909017077,695.5555555555555,47.54128178429507,52.45871821570493,0.9062608352116067,2,0.5900735037547646
32,2D0804,Level 1,53,1158959.937,6.041315681984381,88.0,1163.6722047037129,912.9175909017077,695.5555555555555,47.54128178429507,52.45871821570493,0.9062608352116067,2,0.5916692733871018
33,2D0804,Level 1,56,1159016.006,6.036302185028917,88.0,1040.820061297821,863.6560026475189,569.0909090909091,45.50167543920874,54.498324560791254,0.8349187944017062,2,0.5923622999672421
34,2D0804,Level 1,58,1159057.373,6.032030542038292,88.0,1040.820061297821,863.6560026475189,569.0909090909091,45.50167543920874,54.498324560791254,0.8349187944017062,2,0.5936078840001608
35,2D0804,Level 1,60,1159099.374,6.028500753013295,88.0,1040.820061297821,863.6560026475189,569.0909090909091,45.50167543920874,54.498324560791254,0.8349187944017062,2,0.595072663463804
36,2D0804,Level 1,62,1159141.558,6.024994894761733,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5941502868093289
37,2D0804,Level 1,65,1159196.526,6.020188797838296,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5942015466548948
38,2D0804,Level 1,67,1159239.68,6.0161724164257935,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5939489717546356
39,2D0804,Level 1,69,1159281.004,6.012913842826574,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5908253733162411
40,2D0804,Level 1,72,1159336.448,6.0084946267359465,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5886338921763142
41,2D0804,Level 1,74,1159377.995,6.004841195382819,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5857305102897701
42,2D0804,Level 1,76,1159419.525,6.001885744909382,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5824184038987146
43,2D0804,Level 1,78,1159461.391,5.999014052142194,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.581656957604867
44,2D0804,Level 1,81,1159517.153,5.995125301521098,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5789903391161727
45,2D0804,Level 1,83,1159558.219,5.991914589468752,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5759377984391303
46,2D0804,Level 1,85,1159600.858,5.989322089053905,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5738924524693835
47,2D0804,Level 1,88,1159656.844,5.985804265413278,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,1.0828629245063226e-05
48,2D0804,Level 1,90,1159698.868,5.98290465341015,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5683611122249221
49,2D0804,Level 1,92,1159740.531,5.980543483801556,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5680122079070486
50,2D0804,Level 1,94,1159781.921,5.978218210353118,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,0.5630195345343487
51,2D0804,Level 1,97,1159838.246,5.974584721310929,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,
52,2D0804,Level 1,99,1159878.858,5.972335228644522,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,
53,2D0804,Level 1,101,1159921.441,5.9700817475148344,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,
54,2D0804,Level 1,104,1159977.403,5.966890977773431,88.0,1077.7981155011257,888.3671663350815,626.0,45.36622917623042,54.63377082376958,0.8303697235646944,2,
55,2D0804,Level 1,106,1160019.316,5.964063158092184,88.0,1095.105308344196,834.532036351493,663.5833333333334,34.70632062621986,65.29367937378014,0.5315418116896138,2,
56,2D0804,Level 1,108,1160059.676,5.96161823077812,88.0,1095.105308344196,834.532036351493,663.5833333333334,34.70632062621986,65.29367937378014,0.5315418116896138,2,
57,2D0804,Level 1,110,1160101.593,5.959077580372651,88.0,1131.9711568763578,875.117477827977,668.0,34.35546444593375,65.64453555406624,0.5233560441240056,2,
58,2D0804,Level 1,113,1160157.256,5.95530449515312,88.0,1131.9711568763578,875.117477827977,668.0,34.35546444593375,65.64453555406624,0.5233560441240056,2,
59,2D0804,Level 1,115,1160200.496,5.951842509985152,88.0,1131.9711568763578,875.117477827977,668.0,34.35546444593375,65.64453555406624,0.5233560441240056,2,
60,2D0804,Level 1,117,1160241.079,5.948779371033589,88.0,1131.9711568763578,875.117477827977,668.0,34.35546444593375,65.64453555406624,0.5233560441240056,2,
61,2D0804,Level 1,120,1160296.889,5.944240501074215,88.0,1131.9711568763578,875.117477827977,668.0,34.35546444593375,65.64453555406624,0.5233560441240056,2,
62,2D0804,Level 1,122,1160338.821,5.9400925004101515,88.0,1131.9711568763578,875.117477827977,668.0,34.35546444593375,65.64453555406624,0.5233560441240056,2,
63,2D0804,Level 1,124,1160380.791,5.936486930602339,88.0,1131.9711568763578,875.117477827977,668.0,34.35546444593375,65.64453555406624,0.5233560441240056,3,
64,2D0804,Level 1,127,1160435.897,5.931222160527339,88.0,1131.9711568763578,875.117477827977,668.0,34.35546444593375,65.64453555406624,0.5233560441240056,3,
65,2D0804,Level 1,129,1160478.037,5.927317456057026,88.0,1131.9711568763578,875.117477827977,668.0,34.35546444593375,65.64453555406624,0.5233560441240056,3,
66,2D0804,Level 1,131,1160519.526,5.922487428360933,88.0,1131.9711568763578,875.117477827977,668.0,34.35546444593375,65.64453555406624,0.5233560441240056,3,
